Scenario,test_day,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,time_rat
highly_dynamic+Day25,heat_day42,0.520970353,1.828358517,10.10344941,0,,0.000255172,0.117945066,24.18189494,4.31E-05
highly_dynamic+Day26,heat_day43,0.528894423,1.857377578,10.26370489,0,,0.000255172,0.117945068,24.18180974,4.31E-05
highly_dynamic+Day27,heat_day44,0.550222253,1.933296225,10.68314232,0,,0.000255172,0.117945066,21.038357,4.16E-05
highly_dynamic+Day28,heat_day45,0.549445181,1.930806823,10.6693948,0,,0.000255172,0.117945068,20.48662871,4.37E-05
highly_dynamic+Day29,heat_day46,0.550424456,1.934736511,10.69109619,0,,0.000255172,0.117945067,21.42085523,4.14E-05
highly_dynamic+Day30,heat_day47,0.554833738,1.951293746,10.78253221,0,,0.000255172,0.117945065,21.22222607,4.17E-05
highly_dynamic+Day31,heat_day48,0.558027473,1.963734574,10.8512357,0,,0.000255172,0.117945066,22.70473909,4.29E-05
highly_dynamic+Day32,heat_day49,0.560277869,1.972325074,10.89867606,0,,0.000255172,0.117945068,22.37062547,4.24E-05
highly_dynamic+Day33,heat_day50,0.57272261,2.01789221,11.15031697,0,,0.000255172,0.117945069,22.33449428,4.20E-05
highly_dynamic+Day34,heat_day51,0.563860969,1.985819888,10.9732001,0,,0.000255172,0.117945069,22.35891556,4.44E-05
highly_dynamic+Day35,heat_day52,0.568666401,2.003251002,11.06946206,0,,0.000255172,0.117945067,22.78817027,4.44E-05
highly_dynamic+Day36,heat_day53,0.559925059,1.971714375,10.89530352,0,,0.000255172,0.117945068,19.59651673,4.35E-05
highly_dynamic+Day37,heat_day54,0.539816961,1.898866027,10.49300427,0,,0.000255172,0.117927574,15.8913237,4.31E-05
highly_dynamic+Day38,heat_day55,0.517349058,1.817424342,10.043249,0,,0.000255172,0.117927773,12.72696987,4.42E-05
highly_dynamic+Day39,heat_day56,0.512029871,1.798377459,9.938064093,0,,0.000255172,0.117927562,13.62723069,4.31E-05
highly_dynamic+Day40,heat_day57,0.500060523,1.754979604,9.698402863,0,,0.000255172,0.117927676,13.63802584,4.39E-05
highly_dynamic+Day41,heat_day58,0.496670899,1.742846728,9.631400017,0,,0.000255172,0.11792783,13.65215467,4.25E-05
highly_dynamic+Day42,heat_day59,0.504505228,1.771517726,9.789733337,0,,0.000255172,0.117927688,14.44171199,4.46E-05
