Scenario,test_day,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,time_rat
constant+Day206,cool_day72,0.146483451,1.775183082,2.68235582,1222.187146,,0.025839277,2.76E-10,8.434777481,4.37E-05
constant+Day207,cool_day73,0.145743554,1.766216522,2.668807074,1222.193419,,0.025839117,2.72E-10,8.347398864,4.37E-05
constant+Day208,cool_day74,0.143457386,1.738511232,2.626943536,1222.182969,,0.025838921,2.65E-10,8.190418119,4.45E-05
constant+Day209,cool_day75,0.141657911,1.716703996,2.593992137,1222.170126,,0.025838685,2.37E-10,8.077583201,4.47E-05
constant+Day210,cool_day76,0.140169087,1.698661444,2.566729291,1222.156404,,0.025838396,1.90E-10,8.026226445,4.55E-05
constant+Day211,cool_day77,0.140022014,1.696879119,2.564036142,1222.151456,,0.025838106,1.90E-10,8.045843561,4.55E-05
constant+Day212,cool_day78,0.139066854,1.685303867,2.546545583,1222.140057,,0.025837808,1.90E-10,8.049217364,4.60E-05
constant+Day244,cool_day79,0.166769801,2.021026451,3.053832656,1221.864316,,0.032344216,3.83E-10,9.290595449,4.40E-05
constant+Day245,cool_day80,0.165256996,2.002693285,3.026130681,1221.866541,,0.032343927,2.86E-10,9.193195961,4.35E-05
constant+Day246,cool_day81,0.159704735,1.935407321,2.924459536,1221.886433,,0.032343632,2.56E-10,8.979140326,4.39E-05
constant+Day247,cool_day82,0.156085038,1.891543541,2.858190474,1221.927228,,0.032343442,5.75E-05,8.885414685,4.50E-05
constant+Day248,cool_day83,0.152611074,1.849445425,2.794587223,1221.970421,,0.032343175,5.75E-05,8.750598636,4.35E-05
constant+Day249,cool_day84,0.150272752,1.821110834,2.751786414,1222.000767,,0.032343054,7.50E-05,8.668918315,4.65E-05
constant+Day250,cool_day85,0.146750012,1.778419957,2.687279201,1222.083183,,0.032342672,7.50E-05,8.552918382,4.54E-05
constant+Day251,cool_day86,0.139300644,1.688143602,2.550868878,1222.146872,,0.03234248,7.51E-05,8.098160921,4.45E-05
constant+Day252,cool_day87,0.133167291,1.61381668,2.438564108,1222.277884,,0.03027101,7.51E-05,7.843759288,4.55E-05
constant+Day253,cool_day88,0.131854359,1.597907465,2.41453354,1222.404447,,0.030270636,7.52E-05,7.821568747,4.50E-05
constant+Day254,cool_day89,0.133062675,1.612550643,2.436659832,1222.40343,,0.030270229,7.52E-05,7.847833741,4.63E-05
constant+Day255,cool_day90,0.122851019,1.488799061,2.249667419,1222.38792,,0.030269674,7.52E-05,7.276634793,4.43E-05
constant+Day256,cool_day91,0.115791533,1.403737605,2.12357173,1222.317541,,0.029890826,0.013376008,7.094914618,4.59E-05
constant+Day257,cool_day92,0.110456244,1.339081123,2.025874143,1222.400495,,0.029150227,0.013376763,6.842510486,4.60E-05
constant+Day258,cool_day93,0.110210214,1.336100437,2.021374544,1222.529995,,0.029149967,0.013377456,6.869315318,4.37E-05
constant+Day46,other_day1,0.02944593,0.708528388,2.817886958,1219.592925,,0.018004656,0.106280053,5.200693773,4.36E-05
constant+Day47,other_day2,0.028407217,0.660034334,2.5662168,1219.722412,,0.018004522,0.103650865,5.298663942,4.50E-05
constant+Day48,other_day3,0.031629893,0.707529583,2.679919935,1219.741881,,0.018004135,0.103651401,5.521304796,4.58E-05
constant+Day49,other_day4,0.032244649,0.714683517,2.689258738,1219.747544,,0.018004662,0.103650881,5.55711367,4.24E-05
constant+Day50,other_day5,0.03336046,0.728662773,2.712652925,1219.749059,,0.018005928,0.10365014,5.624064691,4.25E-05
constant+Day52,other_day7,0.037806237,0.778638491,2.768785625,1220.2751,,0.017900635,0.103650985,5.690294905,4.36E-05
constant+Day53,other_day8,0.036921133,0.698205348,2.300921808,1220.41796,,0.017900664,0.103647405,5.294720636,4.48E-05
constant+Day54,other_day9,0.036464108,0.659553386,2.077998986,1220.301169,,0.017900517,0.081085824,5.370414083,4.29E-05
constant+Day55,other_day10,0.038054979,0.640448191,1.858423871,1220.237634,,0.01790046,0.081085975,5.203052007,4.48E-05
constant+Day56,other_day11,0.040880402,0.632381784,1.636041325,1220.433391,,0.017900313,0.077233933,5.26736395,4.15E-05
constant+Day57,other_day12,0.03952004,0.637952923,1.75404552,1220.596727,,0.017900245,0.07723418,5.463862811,4.28E-05
constant+Day58,other_day13,0.036713487,0.645770192,1.973677651,1220.312894,,0.017899874,0.081635033,5.353095767,4.35E-05
constant+Day59,other_day14,0.038019256,0.693778444,2.206120814,1219.978818,,0.017900077,0.081634869,5.458415709,4.30E-05
constant+Day60,other_day15,0.037065337,0.675848957,2.147384195,1219.955561,,0.017900196,0.081634505,5.400639698,4.28E-05
constant+Day61,other_day16,0.038776839,0.675524468,2.042232964,1219.869442,,0.017899988,0.081634518,5.399625529,4.40E-05
constant+Day62,other_day17,0.036988812,0.641753232,1.931073115,1220.042391,,0.017900261,0.081634413,5.163564719,4.43E-05
constant+Day63,other_day18,0.032046433,0.582617148,1.845487307,1219.637543,,0.017900019,0.081634986,4.899999902,4.35E-05
