Scenario,test_day,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,time_rat
highly_dynamic+Day41,heat_day27,0.355437768,0.541305535,4.405641099,2890.864243,0.093646023,0.005560849,,7.076497754,7.22E-05
highly_dynamic+Day42,heat_day28,0.375748053,0.574880892,4.664475302,2999.275283,0.093606674,0.005560849,,7.044610274,7.16E-05
highly_dynamic+Day43,heat_day29,0.372142073,0.569724372,4.620659289,3056.969737,0.093581574,0.005560849,,7.038530753,7.14E-05
highly_dynamic+Day44,heat_day30,0.372040189,0.571133148,4.623742193,3061.308479,0.093540253,0.005560849,,7.028736286,7.22E-05
highly_dynamic+Day45,heat_day31,0.364783636,0.560851022,4.535826218,2749.803653,0.09347332,0.005560849,,6.986875439,7.12E-05
highly_dynamic+Day297,heat_day32,0.195485111,0.323541813,2.496396101,7224.758684,0.084748689,0.005561197,,2.593993063,0.000551767
highly_dynamic+Day298,heat_day33,0.212219709,0.352255796,2.71281753,7523.492104,0.084405704,0.005561196,,2.704931231,9.47E-05
highly_dynamic+Day299,heat_day34,0.217797145,0.36009428,2.780189899,7523.493679,0.086419783,0.005561195,,2.846969271,9.19E-05
highly_dynamic+Day300,heat_day35,0.219949199,0.363118811,2.806185562,7523.487838,0.086461597,0.005561195,,2.937003032,9.77E-05
highly_dynamic+Day301,heat_day36,0.225403099,0.372738769,2.877537017,8641.243377,0.086461634,0.005561195,,2.937191207,9.82E-05
highly_dynamic+Day302,heat_day37,0.227116337,0.374841125,2.897315425,8088.057471,0.086457407,0.005561205,,2.91247307,9.82E-05
highly_dynamic+Day303,heat_day38,0.226467576,0.372502629,2.885286528,7807.512018,0.086457694,0.005561504,,3.114832052,9.98E-05
highly_dynamic+Day304,heat_day39,0.228306269,0.374405489,2.905470967,7069.268569,0.086455703,0.005561561,,3.261842614,1.02E-04
highly_dynamic+Day305,heat_day40,0.242378035,0.398601678,3.087695516,7386.517567,0.086456028,0.005561561,,3.145790081,1.07E-04
highly_dynamic+Day306,heat_day41,0.249950803,0.409406806,3.179586771,7386.637313,0.086460855,0.005561561,,3.519417785,1.05E-04
highly_dynamic+Day307,heat_day42,0.25406651,0.415200995,3.229329855,7386.785618,0.088176015,0.005561561,,3.726145758,1.04E-04
highly_dynamic+Day308,heat_day43,0.255385026,0.4169571,3.244935397,7090.125455,0.088175676,0.005561561,,3.722323912,9.93E-05
highly_dynamic+Day309,heat_day44,0.256003018,0.418439842,3.254181008,6744.465762,0.088174191,0.005561562,,3.703933341,1.07E-04
highly_dynamic+Day310,heat_day45,0.260903007,0.425212334,3.313030748,6485.961963,0.088174511,0.005561562,,3.822932639,1.05E-04
highly_dynamic+Day311,heat_day46,0.278415902,0.451563316,3.530090536,6966.829866,0.08817513,0.005561561,,3.852068309,1.03E-04
highly_dynamic+Day312,heat_day47,0.284559006,0.459645765,3.602646185,6936.167505,0.088168342,0.005561563,,3.892529055,1.04E-04
highly_dynamic+Day313,heat_day48,0.289185394,0.466148372,3.658532224,6936.170886,0.090219134,0.005561564,,4.123844902,1.04E-04
highly_dynamic+Day314,heat_day49,0.293794035,0.472625774,3.714203297,6936.178008,0.090218419,0.005561566,,4.28811709,1.06E-04
highly_dynamic+Day315,heat_day50,0.296143199,0.47554114,3.741439456,6337.870442,0.090218269,0.005561566,,4.28710886,1.04E-04
highly_dynamic+Day316,heat_day51,0.296922978,0.476613792,3.75076477,6280.667434,0.090216888,0.005561569,,4.274958269,1.02E-04
highly_dynamic+Day317,heat_day52,0.306846095,0.490812129,3.871293548,5826.714382,0.090214809,0.005561574,,4.548950409,1.04E-04
highly_dynamic+Day318,heat_day53,0.31670365,0.50472362,3.990590102,5744.710803,0.090214336,0.005560882,,4.705110465,9.89E-05
highly_dynamic+Day319,heat_day54,0.319554804,0.508023525,4.022843267,5563.46511,0.09020831,0.005560882,,4.744669843,1.03E-04
highly_dynamic+Day320,heat_day55,0.320824056,0.509672331,4.037989161,5563.328851,0.090806423,0.005560883,,4.736113845,1.05E-04
highly_dynamic+Day321,heat_day56,0.322182456,0.511571854,4.054371296,5563.209941,0.090806201,0.005560883,,4.777211672,1.09E-04
highly_dynamic+Day322,heat_day57,0.321515022,0.51007344,4.044626216,5195.29048,0.090804805,0.005560874,,4.773307123,1.05E-04
highly_dynamic+Day323,heat_day58,0.320384644,0.507939784,4.029347663,4876.023862,0.09080228,0.005560874,,4.766182951,1.06E-04
highly_dynamic+Day324,heat_day59,0.323637946,0.512180221,4.067763913,4528.776466,0.090801403,0.005560874,,4.77580932,1.02E-04
highly_dynamic+Day325,heat_day60,0.316290699,0.499899853,3.972996623,4082.383728,0.090799496,0.005560874,,4.802207375,1.03E-04
highly_dynamic+Day326,heat_day61,0.315336006,0.498197426,3.960408948,3930.695167,0.090796155,0.005560874,,4.811359292,1.06E-04
highly_dynamic+Day327,heat_day62,0.315490088,0.498414066,3.962270415,3930.704902,0.090788215,0.005560874,,4.833998003,1.00E-04
highly_dynamic+Day328,heat_day63,0.322013198,0.507583313,4.041070785,3930.700303,0.090771852,0.005560874,,5.093634914,1.02E-04
highly_dynamic+Day329,heat_day64,0.3304922,0.519292345,4.142988172,3777.078889,0.090742548,0.005560874,,5.131238296,9.80E-05
highly_dynamic+Day330,heat_day65,0.337231248,0.528195019,4.22275094,3468.595023,0.090704787,0.005560874,,5.166996153,1.00E-04
highly_dynamic+Day331,heat_day66,0.345585038,0.539114688,4.321406864,3252.668476,0.090683664,0.005560874,,5.146912954,9.80E-05
highly_dynamic+Day332,heat_day67,0.346440085,0.539519246,4.329290047,3483.390922,0.090649239,0.005560874,,5.264157733,1.00E-04
highly_dynamic+Day333,heat_day68,0.345470027,0.538327747,4.318107998,3574.87279,0.090560127,0.005560874,,5.276000138,1.01E-04
highly_dynamic+Day334,heat_day69,0.346290242,0.539480837,4.328016495,3574.876118,0.091780807,0.005560874,,5.358647984,1.03E-04
highly_dynamic+Day335,heat_day70,0.350403677,0.545262766,4.377706987,3574.875897,0.092154091,0.005560874,,5.605122173,1.05E-04
highly_dynamic+Day336,heat_day71,0.351384499,0.54623262,4.388576405,3379.905423,0.092154406,0.005560873,,5.59996839,1.07E-04
highly_dynamic+Day337,heat_day72,0.359052171,0.555907913,4.478311369,3076.588228,0.092154646,0.005560873,,5.640845008,1.07E-04
highly_dynamic+Day338,heat_day73,0.376651968,0.579812958,4.688504829,2662.050234,0.093875106,0.005560873,,5.789120286,1.03E-04
highly_dynamic+Day339,heat_day74,0.38760368,0.593679744,4.816298436,2219.612467,0.093874447,0.005560854,,6.033060306,0.017104274
highly_dynamic+Day340,heat_day75,0.397049404,0.607052018,4.930752699,2110.412879,0.09387312,0.005560854,,6.120382407,1.06E-04
highly_dynamic+Day341,heat_day76,0.400330937,0.61166466,4.970394173,2110.423455,0.09387076,0.005560854,,6.749927705,1.03E-04
highly_dynamic+Day342,heat_day77,0.398716796,0.609395798,4.95089509,2110.417348,0.093868222,0.005560854,,7.191710555,1.04E-04
highly_dynamic+Day343,heat_day78,0.387056534,0.590725216,4.80358165,1732.38143,0.093862339,0.005560854,,7.171713363,1.05E-04
highly_dynamic+Day344,heat_day79,0.383591046,0.584302965,4.757320584,1432.172044,0.093853884,0.005560854,,7.170768511,1.09E-04
highly_dynamic+Day345,heat_day80,0.374417519,0.566756905,4.633724272,1199.725142,0.093848537,0.005560854,,7.921918257,1.08E-04
highly_dynamic+Day346,heat_day81,0.366939911,0.551988033,4.531853655,645.4636849,0.093835405,0.005560852,,8.342175043,1.09E-04
highly_dynamic+Day347,heat_day82,0.358011157,0.53472434,4.411088438,417.9620642,0.093810857,0.005560852,,8.789293788,1.09E-04
highly_dynamic+Day348,heat_day83,0.358690634,0.53571811,4.419432457,417.9587714,0.093759476,0.005560852,,9.124406467,1.07E-04
highly_dynamic+Day349,heat_day84,0.357671282,0.534285397,4.407118829,417.9568117,0.093616373,0.005560852,,9.540198121,1.05E-04
highly_dynamic+Day350,heat_day85,0.338585148,0.502566294,4.163080656,257.616165,0.093263133,0.005560849,,9.568073346,1.01E-04
highly_dynamic+Day351,heat_day86,0.316437361,0.466899949,3.882965343,202.0563515,0.092850445,0.005560849,,9.510766036,1.07E-04
highly_dynamic+Day352,heat_day87,0.291863307,0.427643741,3.573209098,57.48723655,0.091411056,0.005560848,,10.11726747,1.07E-04
highly_dynamic+Day353,heat_day88,0.274053902,0.399253407,3.349087866,56.90657012,0.09141045,0.005560848,,10.6064556,1.09E-04
highly_dynamic+Day354,heat_day89,0.257916933,0.372421814,3.14297997,49.75934427,0.091409632,0.005560848,,11.25736554,1.12E-04
highly_dynamic+Day355,heat_day90,0.253165081,0.365794174,3.085751682,49.75997404,0.091407895,0.005560848,,10.70828958,1.12E-04
highly_dynamic+Day356,heat_day91,0.249514885,0.360706237,3.041778574,50.0530764,0.091404392,0.005560848,,10.3337099,1.11E-04
highly_dynamic+Day357,heat_day92,0.231219186,0.331687287,2.811795756,47.98548879,0.091397068,0.005560847,,10.30488707,1.14E-04
